timestamp,motion
2021-11-07 19:40:09.316322,1
2021-11-07 19:40:11.681337,0
2021-11-07 19:40:17.446908,1
2021-11-07 19:40:20.091702,0
2021-11-07 19:41:07.912106,1
2021-11-07 19:41:09.403549,0
2021-11-07 19:41:14.527229,1
2021-11-07 19:41:16.988298,0
2021-11-07 19:41:22.445658,1
2021-11-07 19:41:23.587602,0
2021-11-07 19:41:28.437992,1
2021-11-07 19:41:29.587671,0
2021-11-07 19:41:34.318180,1
2021-11-07 19:41:36.668667,0
2021-11-07 19:44:16.509998,1
2021-11-07 19:44:21.160477,0
2021-11-07 20:01:15.134022,1
2021-11-07 20:01:16.185747,0
2021-11-07 20:12:03.750507,1
2021-11-07 20:12:10.804921,0
2021-11-07 20:37:15.987825,1
2021-11-07 20:37:18.841593,0
2021-11-07 20:37:23.476933,1
2021-11-07 20:37:24.824074,0
2021-11-07 20:37:47.388282,1
2021-11-07 20:37:51.928262,0
2021-11-07 20:38:02.777639,1
2021-11-07 20:38:03.838240,0
2021-11-07 20:38:12.287475,1
2021-11-07 20:38:15.127675,0
2021-11-07 20:38:33.477940,1
2021-11-07 20:38:38.227872,0
2021-11-07 20:38:43.087983,1
2021-11-07 20:38:46.427136,0
2021-11-07 20:38:51.793251,1
2021-11-07 20:38:56.348332,0
2021-11-07 20:39:01.293362,1
2021-11-07 20:39:02.459467,0
2021-11-07 20:43:30.082302,1
2021-11-07 20:43:31.222470,0
2021-11-07 20:44:08.362881,1
2021-11-07 20:44:09.507728,0
2021-11-07 20:53:26.371118,1
2021-11-07 20:53:28.431181,0
2021-11-07 20:58:38.366200,1
2021-11-07 20:58:42.729700,0
2021-11-07 21:04:39.750796,1
2021-11-07 21:04:48.300975,0
2021-11-07 21:04:52.951014,1
2021-11-07 21:04:56.490921,0
2021-11-07 21:05:04.951804,1
2021-11-07 21:05:11.691335,0
2021-11-07 21:05:16.951413,1
2021-11-07 21:05:18.301052,0
2021-11-07 21:05:24.761425,1
2021-11-07 21:05:28.311415,0
2021-11-07 21:05:33.061688,1
2021-11-07 21:05:36.811680,0
2021-11-07 21:05:43.351764,1
2021-11-07 21:05:47.111649,0
2021-11-07 21:17:33.932046,1
2021-11-07 21:17:35.071950,0
2021-11-07 21:24:00.849816,1
2021-11-07 21:24:02.291047,0
2021-11-07 21:24:07.948587,1
2021-11-07 21:24:09.686995,0
2021-11-07 21:27:10.270913,1
2021-11-07 21:27:11.600027,0
2021-11-07 21:27:26.865767,1
2021-11-07 21:27:34.421477,0
2021-11-07 21:27:40.250806,1
2021-11-07 21:27:43.401697,0
2021-11-07 21:27:47.840950,1
2021-11-07 21:27:50.680899,0
2021-11-07 21:27:55.920747,1
2021-11-07 21:27:57.181672,0
2021-11-07 21:28:01.831445,1
2021-11-07 21:28:08.271546,0
2021-11-07 21:28:13.001336,1
2021-11-07 21:28:16.141660,0
2021-11-07 21:28:22.401821,1
2021-11-07 21:28:23.540515,0
2021-11-07 21:28:28.011448,1
2021-11-07 21:28:29.661437,0
2021-11-07 21:28:43.222455,1
2021-11-07 21:28:44.566521,0
2021-11-07 21:28:50.601673,1
2021-11-07 21:28:53.352428,0
2021-11-07 21:28:58.611617,1
2021-11-07 21:29:01.472198,0
2021-11-07 21:34:07.777231,1
2021-11-07 21:34:11.556923,0
2021-11-07 21:34:16.106534,1
2021-11-07 21:34:17.357517,0
2021-11-07 21:34:22.405319,1
2021-11-07 21:34:28.856984,0
2021-11-07 21:34:58.107069,1
2021-11-07 21:35:01.057574,0
2021-11-07 21:36:37.249418,1
2021-11-07 21:36:40.409379,0
2021-11-07 21:36:48.848684,1
2021-11-07 21:36:51.598537,0
2021-11-07 21:36:57.239768,1
2021-11-07 21:36:58.488439,0
2021-11-07 21:43:35.956010,1
2021-11-07 21:43:37.094735,0
2021-11-07 21:43:47.655542,1
2021-11-07 21:43:50.615412,0
2021-11-07 21:43:57.575508,1
2021-11-07 21:43:58.613314,0
2021-11-07 21:45:00.151050,1
2021-11-07 21:45:03.395809,0
2021-11-07 21:45:11.356892,1
2021-11-07 21:45:13.216237,0
2021-11-07 21:45:29.446009,1
2021-11-07 21:45:30.606413,0
2021-11-07 21:45:36.246300,1
2021-11-07 21:45:38.206339,0
2021-11-07 21:50:47.232491,1
2021-11-07 21:50:51.022031,0
2021-11-07 21:50:55.731118,1
2021-11-07 21:50:58.285797,0
2021-11-07 21:51:20.542230,1
2021-11-07 21:51:21.682223,0
2021-11-07 21:51:26.541615,1
2021-11-07 21:51:27.581646,0
2021-11-07 21:51:32.131552,1
2021-11-07 21:51:34.652247,0
2021-11-07 21:51:39.281699,1
2021-11-07 21:51:41.881058,0
2021-11-07 21:51:46.741914,1
2021-11-07 21:51:49.381679,0
2021-11-07 21:52:34.932555,1
2021-11-07 21:52:36.482428,0
2021-11-07 21:52:56.528125,1
2021-11-07 21:52:57.777623,0
2021-11-07 21:53:04.433031,1
2021-11-07 21:53:05.683663,0
2021-11-07 22:00:06.950005,1
2021-11-07 22:00:10.478871,0
2021-11-07 22:00:15.526865,1
2021-11-07 22:00:17.283895,0
2021-11-07 22:00:21.939401,1
2021-11-07 22:00:24.890452,0
2021-11-07 22:00:30.740950,1
2021-11-07 22:00:31.797546,0
2021-11-07 22:00:36.839442,1
2021-11-07 22:00:39.383890,0
2021-11-07 22:22:03.422921,1
2021-11-07 22:22:07.567958,0
2021-11-07 22:22:12.118445,1
2021-11-07 22:22:18.018442,0
2021-11-07 22:22:37.603448,1
2021-11-07 22:22:40.529082,0
2021-11-07 22:22:49.378813,1
2021-11-07 22:22:56.659608,0
2021-11-07 22:23:01.498986,1
2021-11-07 22:23:03.949183,0
2021-11-07 22:23:20.707798,1
2021-11-07 22:23:22.574560,0
2021-11-07 22:23:29.324742,1
2021-11-07 22:23:35.069673,0
2021-11-07 22:23:52.419756,1
2021-11-07 22:23:54.560018,0
2021-11-07 22:24:06.410014,1
2021-11-07 22:24:08.159720,0
2021-11-07 22:24:30.820579,1
2021-11-07 22:24:32.260830,0
2021-11-07 22:25:06.212777,1
2021-11-07 22:25:09.261310,0
2021-11-07 22:25:14.401611,1
2021-11-07 22:25:15.845793,0
2021-11-07 22:25:21.824547,1
2021-11-07 22:25:22.853555,0
2021-11-07 22:26:22.622664,1
2021-11-07 22:26:25.666816,0
2021-11-07 22:26:30.922590,1
2021-11-07 22:26:32.671907,0
2021-11-07 22:26:37.323113,1
2021-11-07 22:26:45.872734,0
2021-11-07 22:27:00.522138,1
2021-11-07 22:27:03.273540,0
2021-11-07 22:27:07.922665,1
2021-11-07 22:27:09.182549,0
2021-11-07 22:27:14.633900,1
2021-11-07 22:27:19.286314,0
2021-11-07 22:27:24.107706,1
2021-11-07 22:27:25.183846,0
2021-11-07 22:27:33.116293,1
2021-11-07 22:27:34.272794,0
2021-11-07 22:27:39.216755,1
2021-11-07 22:27:40.379477,0
2021-11-07 22:27:45.233615,1
2021-11-07 22:27:48.494281,0
2021-11-07 22:27:53.744245,1
2021-11-07 22:27:54.983212,0
2021-11-07 22:28:00.330735,1
2021-11-07 22:28:01.703584,0
2021-11-07 22:28:06.344717,1
2021-11-07 22:28:09.693455,0
2021-11-07 22:28:30.105344,1
2021-11-07 22:28:32.149298,0
2021-11-07 22:29:25.200202,1
2021-11-07 22:29:26.644773,0
2021-11-07 22:29:31.404695,1
2021-11-07 22:29:33.454656,0
2021-11-07 23:02:02.021214,1
2021-11-07 23:02:10.115220,0
2021-11-07 23:02:15.995930,1
2021-11-07 23:02:17.342864,0
2021-11-07 23:02:21.903923,1
2021-11-07 23:02:23.185247,0
2021-11-07 23:02:28.128830,1
2021-11-07 23:02:30.803141,0
2021-11-07 23:06:35.358427,1
2021-11-07 23:06:36.498185,0
2021-11-07 23:13:36.978307,1
2021-11-07 23:13:38.101481,0
2021-11-07 23:19:49.949105,1
2021-11-07 23:19:51.288382,0
2021-11-07 23:20:23.739660,1
2021-11-07 23:20:25.199569,0
2021-11-07 23:20:30.649307,1
2021-11-07 23:20:34.028555,0
2021-11-07 23:23:48.832309,1
2021-11-07 23:23:49.994429,0
2021-11-07 23:23:58.831878,1
2021-11-07 23:24:01.371565,0
2021-11-07 23:24:07.133160,1
2021-11-07 23:24:08.571780,0
2021-11-07 23:24:13.722431,1
2021-11-07 23:24:14.772343,0
2021-11-07 23:24:19.331905,1
2021-11-07 23:24:20.472224,0
2021-11-07 23:24:25.123053,1
2021-11-07 23:24:26.472212,0
2021-11-07 23:24:35.522865,1
2021-11-07 23:24:36.682744,0
2021-11-07 23:24:42.023259,1
2021-11-07 23:24:43.683501,0
2021-11-07 23:24:48.732669,1
2021-11-07 23:24:49.892620,0
2021-11-07 23:25:06.651933,1
2021-11-07 23:25:09.188103,0
2021-11-07 23:26:54.735050,1
2021-11-07 23:26:56.784572,0
2021-11-07 23:27:02.628598,1
2021-11-07 23:27:04.873670,0
2021-11-07 23:27:14.215074,1
2021-11-07 23:27:16.754932,0
2021-11-07 23:27:25.799470,1
2021-11-07 23:27:27.755374,0
2021-11-07 23:37:58.706040,1
2021-11-07 23:38:03.854846,0
2021-11-07 23:38:08.884949,1
2021-11-07 23:38:10.044355,0
2021-11-07 23:38:14.593265,1
2021-11-07 23:38:19.153306,0
2021-11-07 23:38:23.595785,1
2021-11-07 23:38:25.044726,0
2021-11-07 23:38:30.994919,1
2021-11-07 23:38:41.554992,0
2021-11-07 23:38:46.215021,1
2021-11-07 23:38:47.755421,0
2021-11-07 23:38:52.805106,1
2021-11-07 23:38:55.065833,0
2021-11-07 23:55:41.030085,1
2021-11-07 23:55:44.279853,0
2021-11-07 23:55:48.939877,1
2021-11-07 23:55:50.669097,0
2021-11-07 23:55:56.920139,1
2021-11-07 23:55:58.059402,0
2021-11-07 23:56:25.629387,1
2021-11-07 23:56:28.480775,0
2021-11-07 23:56:33.731293,1
2021-11-07 23:56:34.790396,0
2021-11-07 23:56:39.720740,1
2021-11-07 23:56:42.369807,0
2021-11-07 23:57:06.721137,1
2021-11-07 23:57:08.271991,0
2021-11-07 23:57:13.011199,1
2021-11-07 23:57:14.571261,0
2021-11-07 23:57:20.001568,1
2021-11-07 23:57:21.151166,0
2021-11-07 23:57:27.241725,1
2021-11-07 23:57:28.686968,0
2021-11-07 23:57:52.951873,1
2021-11-07 23:57:53.990311,0
2021-11-07 23:58:00.132219,1
2021-11-07 23:58:01.382334,0
2021-11-07 23:58:24.742178,1
2021-11-07 23:58:26.202139,0
2021-11-07 23:58:31.331266,1
2021-11-07 23:58:32.782219,0
2021-11-07 23:58:55.832542,1
2021-11-07 23:58:58.093010,0
2021-11-07 23:59:12.732879,1
2021-11-07 23:59:14.367497,0
2021-11-07 23:59:28.723443,1
2021-11-07 23:59:30.293003,0
2021-11-07 23:59:35.033066,1
2021-11-07 23:59:39.193027,0
2021-11-07 23:59:43.753099,1
2021-11-07 23:59:44.903334,0
2021-11-07 23:59:57.462972,1
2021-11-07 23:59:58.813656,0
2021-11-08 00:00:03.263484,1
2021-11-08 00:00:04.613281,0
2021-11-08 00:00:09.284183,1
2021-11-08 00:00:12.018376,0
2021-11-08 00:00:17.075788,1
2021-11-08 00:00:18.223594,0
2021-11-08 00:00:28.674389,1
2021-11-08 00:00:29.733873,0
2021-11-08 00:00:38.994003,1
2021-11-08 00:00:40.644015,0
2021-11-08 00:00:47.795429,1
2021-11-08 00:00:53.744399,0
2021-11-08 00:00:58.792445,1
2021-11-08 00:01:01.348172,0
2021-11-08 00:01:07.394507,1
2021-11-08 00:01:10.544297,0
2021-11-08 00:01:18.795211,1
2021-11-08 00:01:19.944660,0
2021-11-08 00:01:24.375233,1
2021-11-08 00:01:29.034560,0
2021-11-08 00:01:33.532071,1
2021-11-08 00:01:36.294790,0
2021-11-08 00:01:48.224150,1
2021-11-08 00:01:53.685866,0
2021-11-08 00:06:26.910304,1
2021-11-08 00:06:31.859216,0
2021-11-08 00:06:36.698901,1
2021-11-08 00:06:37.829902,0
2021-11-08 00:07:18.030143,1
2021-11-08 00:07:22.869869,0
2021-11-08 00:08:43.610924,1
2021-11-08 00:08:47.070962,0
2021-11-08 00:08:51.821084,1
2021-11-08 00:08:53.671173,0
2021-11-08 00:09:00.346412,1
2021-11-08 00:09:02.171517,0
2021-11-08 00:09:06.731235,1
2021-11-08 00:09:07.881401,0
2021-11-08 00:09:57.221883,1
2021-11-08 00:10:02.072065,0
2021-11-08 00:10:06.623043,1
2021-11-08 00:10:09.492241,0
2021-11-08 00:10:26.644508,1
2021-11-08 00:10:30.882503,0
2021-11-08 00:10:37.142701,1
2021-11-08 00:10:38.182704,0
2021-11-08 00:10:44.820125,1
2021-11-08 00:10:47.072696,0
2021-11-08 00:10:59.213025,1
2021-11-08 00:11:00.873957,0
2021-11-08 00:11:05.813789,1
2021-11-08 00:11:06.963889,0
2021-11-08 00:11:16.793027,1
2021-11-08 00:11:19.253116,0
2021-11-08 00:11:32.139320,1
2021-11-08 00:11:33.394204,0
2021-11-08 00:11:38.154883,1
2021-11-08 00:11:39.283035,0
2021-11-08 00:11:44.423345,1
2021-11-08 00:11:47.023530,0
2021-11-08 00:12:17.964625,1
2021-11-08 00:12:19.614010,0
2021-11-08 00:12:24.164194,1
2021-11-08 00:12:25.313691,0
2021-11-08 00:12:30.172707,1
2021-11-08 00:12:33.496946,0
2021-11-08 00:12:47.602535,1
2021-11-08 00:12:50.354248,0
2021-11-08 00:13:01.024799,1
2021-11-08 00:13:02.083745,0
2021-11-08 00:13:07.335249,1
2021-11-08 00:13:08.974312,0
2021-11-08 00:13:48.015154,1
2021-11-08 00:13:49.266747,0
2021-11-08 00:19:27.255549,1
2021-11-08 00:19:28.595012,0
2021-11-08 00:24:30.559223,1
2021-11-08 00:24:31.688770,0
2021-11-08 00:25:50.151585,1
2021-11-08 00:25:51.491260,0
2021-11-08 00:26:26.561840,1
2021-11-08 00:26:28.340708,0
2021-11-08 00:34:32.248938,1
2021-11-08 00:34:37.187685,0
2021-11-08 00:35:15.828227,1
2021-11-08 00:35:17.088257,0
2021-11-08 00:37:55.642933,1
2021-11-08 00:37:57.383725,0
2021-11-08 00:38:38.141902,1
2021-11-08 00:38:39.291004,0
2021-11-08 00:39:18.392307,1
2021-11-08 00:39:19.626347,0
2021-11-08 00:39:48.662199,1
2021-11-08 00:39:50.122356,0
2021-11-08 00:40:04.372022,1
2021-11-08 00:40:08.612500,0
2021-11-08 00:40:16.062468,1
2021-11-08 00:40:19.002670,0
2021-11-08 01:00:29.422751,1
2021-11-08 01:00:30.790032,0
2021-11-08 01:19:47.017710,1
2021-11-08 01:19:48.167325,0
2021-11-08 02:10:30.740639,1
2021-11-08 02:10:31.883689,0
2021-11-08 02:10:51.140816,1
2021-11-08 02:10:53.981446,0
2021-11-08 02:11:16.231688,1
2021-11-08 02:11:18.683405,0
2021-11-08 02:11:23.941666,1
2021-11-08 02:11:24.968341,0
2021-11-08 02:11:31.731686,1
2021-11-08 02:11:33.271894,0
2021-11-08 02:11:45.211118,1
2021-11-08 02:11:47.381110,0
2021-11-08 02:11:51.912033,1
2021-11-08 02:11:53.071320,0
2021-11-08 02:11:57.532244,1
2021-11-08 02:11:58.572773,0
2021-11-08 02:12:03.111597,1
2021-11-08 02:12:04.251436,0
2021-11-08 02:12:09.022703,1
2021-11-08 02:12:18.042426,0
2021-11-08 02:12:27.732101,1
2021-11-08 02:12:29.892078,0
2021-11-08 02:12:58.159513,1
2021-11-08 02:13:01.213309,0
2021-11-08 02:13:25.845199,1
2021-11-08 02:13:26.992431,0
2021-11-08 02:21:38.629992,1
2021-11-08 02:21:41.977702,0
2021-11-08 02:21:47.851319,1
2021-11-08 02:21:49.090554,0
2021-11-08 02:21:56.639585,1
2021-11-08 02:21:59.489641,0
2021-11-08 02:22:04.030138,1
2021-11-08 02:22:05.194718,0
2021-11-08 03:01:47.515295,1
2021-11-08 03:01:48.666354,0
2021-11-08 03:02:03.114150,1
2021-11-08 03:02:04.455473,0
2021-11-08 03:19:14.449058,1
2021-11-08 03:19:17.208933,0
2021-11-08 03:23:13.242724,1
2021-11-08 03:23:17.492167,0
2021-11-08 03:23:26.742437,1
2021-11-08 03:23:28.006877,0
2021-11-08 03:23:39.252311,1
2021-11-08 03:23:40.402461,0
2021-11-08 03:43:52.232308,1
2021-11-08 03:43:53.570847,0
2021-11-08 03:44:00.310029,1
2021-11-08 03:44:01.470723,0
2021-11-08 03:47:33.644188,1
2021-11-08 03:47:34.993175,0
2021-11-08 03:56:13.030658,1
2021-11-08 03:56:14.680685,0
2021-11-08 03:56:20.030765,1
2021-11-08 03:56:21.180493,0
2021-11-08 03:57:14.021425,1
2021-11-08 03:57:15.621715,0
2021-11-08 03:57:33.571623,1
2021-11-08 03:57:36.211482,0
2021-11-08 03:58:28.757257,1
2021-11-08 03:58:31.252422,0
2021-11-08 04:05:54.119510,1
2021-11-08 04:05:55.898903,0
2021-11-08 04:07:28.220603,1
2021-11-08 04:07:30.779863,0
2021-11-08 04:29:58.389629,1
2021-11-08 04:29:59.539143,0
2021-11-08 04:33:52.903244,1
2021-11-08 04:33:54.653483,0
2021-11-08 04:38:15.706759,1
2021-11-08 04:38:17.276374,0
2021-11-08 04:41:04.179280,1
2021-11-08 04:41:05.318773,0
2021-11-08 04:42:40.860554,1
2021-11-08 04:42:41.831711,0
2021-11-08 04:42:46.490368,1
2021-11-08 04:42:51.120850,0
2021-11-08 04:48:05.495100,1
2021-11-08 04:48:06.935371,0
2021-11-08 05:01:27.776695,1
2021-11-08 05:01:28.916237,0
2021-11-08 05:01:37.376288,1
2021-11-08 05:01:41.215577,0
2021-11-08 05:04:17.191711,1
2021-11-08 05:04:20.138893,0
2021-11-08 05:09:22.364255,1
2021-11-08 05:09:26.212740,0
2021-11-08 05:09:30.763004,1
2021-11-08 05:09:35.113224,0
2021-11-08 05:17:00.149626,1
2021-11-08 05:17:01.399059,0
2021-11-08 05:24:20.156164,1
2021-11-08 05:24:21.194972,0
2021-11-08 05:24:33.556998,1
2021-11-08 05:24:34.697030,0
2021-11-08 05:30:07.440874,1
2021-11-08 05:30:09.101660,0
2021-11-08 05:30:15.560747,1
2021-11-08 05:30:18.910056,0
2021-11-08 05:46:19.937979,1
2021-11-08 05:46:21.084110,0
2021-11-08 06:01:29.828387,1
2021-11-08 06:01:31.287648,0
2021-11-08 06:18:36.242207,1
2021-11-08 06:18:37.681987,0
2021-11-08 06:28:40.010979,1
2021-11-08 06:28:41.462240,0
2021-11-08 06:44:46.415199,1
2021-11-08 06:44:48.164107,0
2021-11-08 06:49:18.608411,1
2021-11-08 06:49:20.058356,0
2021-11-08 07:00:08.298483,1
2021-11-08 07:00:09.947187,0
2021-11-08 07:05:05.502247,1
2021-11-08 07:05:06.651524,0
2021-11-08 07:05:12.801846,1
2021-11-08 07:05:14.551345,0
2021-11-08 07:08:26.995633,1
2021-11-08 07:08:29.664265,0
2021-11-08 07:08:34.214620,1
2021-11-08 07:08:35.265273,0
