timestamp,motion
2021-11-07 12:54:30,1
2021-11-07 12:59:12,1
2021-11-07 12:59:23,1
2021-11-07 13:09:12,1
2021-11-07 13:09:20,1
2021-11-07 13:09:27,1
2021-11-07 13:26:30,1
2021-11-07 13:28:52,1
2021-11-07 13:29:01,1
2021-11-07 13:29:06,1
2021-11-07 13:29:13,1
2021-11-07 13:29:24,1
2021-11-07 13:29:32,1
2021-11-07 13:29:40,1
2021-11-07 13:29:47,1
2021-11-07 13:46:52,1
2021-11-07 13:54:12,1
2021-11-07 13:54:25,1
2021-11-07 13:54:31,1
2021-11-07 13:55:30,1
2021-11-07 13:55:37,1
2021-11-07 13:56:12,1
2021-11-07 13:56:20,1
2021-11-07 13:58:19,1
2021-11-07 14:01:09,1
2021-11-07 14:01:26,1
2021-11-07 14:03:38,1
2021-11-07 14:08:21,1
2021-11-07 14:09:06,1
2021-11-07 14:11:25,1
2021-11-07 14:20:47,1
2021-11-07 14:20:55,1
2021-11-07 14:21:05,1
2021-11-07 14:23:45,1
2021-11-07 14:24:56,1
2021-11-07 14:27:05,1
2021-11-07 14:30:45,1
2021-11-07 14:32:22,1
2021-11-07 14:32:56,1
2021-11-07 14:36:40,1
2021-11-07 14:38:05,1
2021-11-07 14:38:23,1
2021-11-07 14:39:27,1
2021-11-07 14:41:51,1
2021-11-07 14:49:55,1
2021-11-07 14:50:08,1
2021-11-07 14:50:31,1
2021-11-07 14:52:31,1
2021-11-07 14:52:42,1
2021-11-07 14:52:54,1
2021-11-07 14:53:03,1
2021-11-07 14:53:25,1
2021-11-07 14:54:07,1
2021-11-07 14:54:25,1
2021-11-07 14:54:37,1
2021-11-07 14:55:49,1
2021-11-07 15:00:13,1
2021-11-07 15:01:37,1
2021-11-07 15:08:36,1
2021-11-07 15:10:34,1
2021-11-07 15:10:45,1
2021-11-07 15:10:57,1
2021-11-07 15:29:37,1
2021-11-07 16:04:28,1
2021-11-07 16:04:40,1
2021-11-07 16:05:13,1
2021-11-07 16:05:21,1
2021-11-07 16:05:28,1
2021-11-07 16:05:51,1
2021-11-07 16:06:04,1
2021-11-07 16:06:18,1
2021-11-07 16:06:30,1
2021-11-07 16:06:36,1
2021-11-07 16:06:42,1
2021-11-07 16:12:18,1
2021-11-07 16:12:38,1
