timestamp,light,temp,hum,ppm,cppm,motion
2021-11-06 20:55:18.985679,0,22,53,46808.06,108767.5,0
2021-11-06 20:56:20.291825,0,22,52,24570.92,11481.66,0
2021-11-06 20:57:21.482023,0,22,52,1112.134,3560.116,0
2021-11-06 20:58:22.681600,0,22,52,1112.134,3560.116,0
2021-11-06 20:59:23.884733,0,22,52,1112.134,3560.116,0
2021-11-06 21:00:25.677793,0,22,52,90555.75,71678.19,0
2021-11-06 21:01:26.891088,0,22,53,26436.48,83338.74,0
2021-11-06 21:02:28.089510,0,22,53,26436.48,83338.74,0
2021-11-06 21:03:29.385622,0,22,53,7953.3,16651.46,0
2021-11-06 21:03:29.549424,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:03:30.709294,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:04:30.671797,0,22,53,77916.79,53074.33,0
2021-11-06 21:05:32.294923,0,22,53,77916.79,53074.33,0
2021-11-06 21:06:33.583013,0,22,53,41541.73,102728.2,0
2021-11-06 21:07:34.797504,0,22,53,117743.3,132757.7,0
2021-11-06 21:08:36.059187,0,22,53,1313.644,208.7879,0
2021-11-06 21:09:37.282390,0,22,53,81908.16,48629.53,0
2021-11-06 21:10:38.983568,0,22,53,132422.9,108146.5,0
2021-11-06 21:11:42.513936,0,22,53,132422.9,108146.5,0
2021-11-06 21:12:43.728117,0,22,53,5187.572,1485.919,0
2021-11-06 21:13:44.920389,0,22,53,94176.71,77058.97,0
2021-11-06 21:14:46.414449,0,22,53,5218.945,13150.44,0
2021-11-06 21:15:48.026453,0,22,53,116740.7,103021.3,0
2021-11-06 21:16:49.215132,0,22,53,116740.7,103021.3,0
2021-11-06 21:17:50.426152,0,22,53,126470.5,110336.7,0
2021-11-06 21:18:51.716694,0,22,53,565.7392,11.66458,0
2021-11-06 21:19:53.017353,0,22,53,1099.359,3606.977,0
2021-11-06 21:20:54.625069,0,22,53,1099.359,3606.977,0
2021-11-06 21:21:55.920463,0,22,52,10138.38,1900.316,0
2021-11-06 21:22:57.132004,0,22,52,37378.34,19664.41,0
2021-11-06 21:23:58.313335,0,22,52,14617.73,6121.937,0
2021-11-06 21:24:59.527823,0,22,51,14617.73,6121.937,0
2021-11-06 21:26:00.802345,0,22,51,2.488683,251.9184,0
2021-11-06 21:27:02.094239,0,22,51,55112.22,34732.05,0
2021-11-06 21:28:03.294118,0,22,50,95.24662,584.6673,0
2021-11-06 21:29:04.599137,0,22,50,95.24662,584.6673,0
2021-11-06 21:30:05.795711,0,22,50,4307.035,11577.67,0
2021-11-06 21:31:07.002182,0,22,50,4307.035,11577.67,0
2021-11-06 21:32:08.280536,0,22,50,4307.035,11577.67,0
2021-11-06 21:33:09.594988,0,22,50,4307.035,11577.67,0
2021-11-06 21:34:10.988596,0,22,51,117743.3,104471.9,0
2021-11-06 21:35:12.181290,0,22,51,21922.55,47590.47,0
