timestamp,light,temp,hum,ppm,cppm,motion
2021-11-06 20:55:18.577850,2575,24,43,2314.009,0.1389832,0
2021-11-06 20:56:03.029750,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 20:56:15.072764,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 20:56:19.891380,2537,24,43,494.2006,1481.358,0
2021-11-06 20:57:21.068594,2511,24,43,97.26449,403.4273,0
2021-11-06 20:58:22.271339,2683,24,43,97.26449,403.4273,0
2021-11-06 20:59:23.468492,2697,24,43,97.26449,403.4273,0
2021-11-06 21:00:25.067757,2687,24,43,97.26449,403.4273,0
2021-11-06 21:01:26.469393,2568,24,44,1616685.0,1005027.0,0
2021-11-06 21:02:15.018406,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:02:16.968638,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:02:21.109941,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:02:23.658624,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:02:27.651648,2700,24,44,461.1555,1355.855,0
2021-11-06 21:02:29.029224,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:02:39.578143,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:02:43.328359,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:02:45.098377,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:02:49.936823,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:02:52.188291,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:02:56.546979,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:03:00.588515,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:03:17.539691,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:03:24.198338,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:03:28.972595,2670,24,44,461.1555,1355.855,0
2021-11-06 21:04:30.249661,2553,24,44,461.1555,1355.855,0
2021-11-06 21:05:31.651492,2686,24,44,875192.2,332031.3,0
2021-11-06 21:05:45.611371,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:05:51.051953,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:05:55.506557,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:05:59.942088,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:06:04.693242,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:06:13.452284,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:06:17.712987,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:06:29.851052,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:06:33.170990,2684,24,44,1801643.0,332031.3,0
2021-11-06 21:06:33.832260,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:06:39.382355,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:07:02.211430,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:07:06.461384,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:07:10.211750,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:07:11.882314,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:07:34.357516,0,24,44,12.59099,99.83348,0
2021-11-06 21:08:35.666589,0,23,44,12.59099,99.83348,0
2021-11-06 21:08:41.785701,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:08:43.004356,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:09:36.849654,0,23,44,524.2862,1619.839,0
2021-11-06 21:10:38.351656,0,23,44,524.2862,1619.839,0
2021-11-06 21:11:41.529360,0,23,44,524.2862,1619.839,0
2021-11-06 21:12:43.302738,0,23,43,524.2862,1619.839,0
2021-11-06 21:13:44.510011,0,23,44,356541.1,170876.6,0
2021-11-06 21:14:46.014430,0,23,44,356541.1,170876.6,0
2021-11-06 21:15:47.406272,0,23,44,4580.028,7.72444,0
2021-11-06 21:16:48.806269,0,23,44,4580.028,7.72444,0
2021-11-06 21:17:40.463426,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 21:17:42.014514,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 21:17:50.014023,0,23,44,4580.028,7.72444,0
2021-11-06 21:18:51.307806,0,23,44,56792.36,15033.74,0
2021-11-06 21:19:52.598551,0,23,44,247218.1,118210.8,0
2021-11-06 21:20:54.014555,0,23,43,247218.1,118210.8,0
2021-11-06 21:21:55.505936,0,23,43,7487042.0,1719051.0,0
2021-11-06 21:22:56.693456,0,23,43,7487042.0,1719051.0,0
2021-11-06 21:23:57.903218,0,23,43,947.4731,4807.357,0
2021-11-06 21:24:59.087997,0,23,43,947.4731,4807.357,0
2021-11-06 21:26:00.384849,0,23,43,421.7592,1237.335,0
2021-11-06 21:27:01.688893,0,24,42,421.7592,1237.335,0
2021-11-06 21:28:02.885321,0,24,42,421.7592,1237.335,0
2021-11-06 21:29:04.192185,0,24,41,1606.204,1237.335,0
2021-11-06 21:30:05.371209,0,24,42,18.5908,133.341,0
2021-11-06 21:31:06.573793,0,24,41,18.5908,133.341,0
2021-11-06 21:32:07.871630,0,24,42,18.5908,133.341,0
2021-11-06 21:33:09.162330,0,24,42,43.90544,229.8414,0
2021-11-06 21:34:10.577897,0,24,42,43.90544,229.8414,0
2021-11-06 21:35:11.773069,0,23,42,6347390.0,229.8414,0
2021-11-06 21:36:13.063867,0,23,42,12000.96,5530.15,0
2021-11-06 21:37:14.778867,0,23,43,29380.35,1931.355,0
2021-11-06 21:38:16.163505,0,23,43,29380.35,1931.355,0
2021-11-06 21:39:17.375068,0,23,43,29380.35,1931.355,0
2021-11-06 21:40:18.575697,0,23,43,98505.26,1931.355,0
2021-11-06 21:41:19.772910,0,23,43,7.76449e+08,3.505303e+07,0
2021-11-06 21:42:21.368360,0,23,43,7.76449e+08,3.505303e+07,0
2021-11-06 21:43:22.881248,0,23,43,7.76449e+08,3.505303e+07,0
2021-11-06 21:44:24.163825,0,23,43,30.27658,168.435,0
2021-11-06 21:45:25.456420,0,23,43,8870.335,123750.1,0
2021-11-06 21:46:26.670077,0,23,43,973782.3,464116.3,0
2021-11-06 21:47:28.487465,0,23,43,973782.3,464116.3,0
2021-11-06 21:48:29.876180,0,23,43,973782.3,464116.3,0
2021-11-06 21:49:31.178143,0,23,43,34371.22,629752.1,0
2021-11-06 21:50:32.376622,0,23,43,485.2163,1479.532,0
2021-11-06 21:51:33.776637,0,23,43,485.2163,1479.532,0
2021-11-06 21:52:35.364266,0,23,44,3371267.0,5956062.0,0
2021-11-06 21:53:36.874353,0,23,43,3371267.0,5956062.0,0
2021-11-06 21:54:38.087033,0,23,43,177863.9,9742.858,0
2021-11-06 21:55:39.265650,0,23,44,141.75,518.269,0
2021-11-06 21:56:40.487028,0,23,43,4.724948e+08,6.924015e+07,0
2021-11-06 21:57:41.665397,0,23,43,4.724948e+08,6.924015e+07,0
2021-11-06 21:58:42.860572,0,23,43,4.724948e+08,6.924015e+07,0
2021-11-06 21:59:44.152649,0,23,43,4.724948e+08,6.924015e+07,0
2021-11-06 22:00:45.448870,0,23,42,78349.93,34619.73,0
2021-11-06 22:01:46.642062,0,24,42,78349.93,34619.73,0
2021-11-06 22:02:48.261324,0,24,41,78349.93,34619.73,0
2021-11-06 22:03:49.662889,0,24,41,35794.63,630673.8,0
2021-11-06 22:04:50.859772,0,24,41,51481.86,20780.43,0
2021-11-06 22:05:52.074778,0,23,42,130906.8,62859.93,0
2021-11-06 22:06:53.345752,0,23,42,376808.6,212724.4,0
2021-11-06 22:07:54.964511,0,23,42,376808.6,212724.4,0
2021-11-06 22:08:56.347747,0,23,42,376808.6,212724.4,0
2021-11-06 22:09:57.555891,0,23,42,376808.6,212724.4,0
2021-11-06 22:10:09.226143,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:10:14.770391,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:10:21.322000,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:10:28.481329,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:10:33.821184,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:10:36.672441,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:10:40.330844,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:10:44.786704,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:10:49.026393,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:10:53.960875,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:10:58.846384,2100,23,42,885.1901,212724.4,0
2021-11-06 22:12:00.058142,2395,23,43,885.1901,212724.4,0
2021-11-06 22:12:00.703271,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:12:08.363527,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:12:12.427728,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:12:18.865238,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:12:22.714214,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:12:26.294268,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:13:01.248850,2493,23,42,0.6406617,212724.4,0
2021-11-06 22:13:23.615542,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:13:27.054640,NaN,NaN,NaN,NaN,NaN,0
2021-11-06 22:13:43.019754,NaN,NaN,NaN,NaN,NaN,1
2021-11-06 22:13:44.755553,NaN,NaN,NaN,NaN,NaN,0
